record_date,workshop_code,energy_code,consumption,unit,unit_price,cost,record_status,avg_temperature,data_source,is_production_day
2025-08-13,W01,E02,7148.403,m³,3.47,24804.68,正常,29.17,MES,1
2024-04-14,W01,E05,3043.398,m³,0.2845,865.72,正常,17.46,MES,1
2025-10-30,W01,E01,41038.471,kWh,0.6882,28240.71,正常,15.53,MES,1
2025-05-30,W03,E01,25531.238,kWh,0.6612,16882.4,正常,25.17,MES,1
2024-04-18,W03,E01,25133.19,kWh,0.686,17242.32,正常,9.2,MES,1
2025-11-04,W07,E01,7890.001,kWh,0.6765,5337.94,正常,6.93,MES,1
2024-05-17,W08,E01,5550.305,kWh,0.6894,3826.11,正常,21.07,MES,1
2024-01-01,W03,E03,30.174,t,219.6935,6629.04,正常,3.3,MES,1
2025-01-10,W01,E01,45661.427,kWh,0.6748,30814.3,正常,-5.16,MES,1
2025-04-07,W07,E01,7885.253,kWh,0.6835,5389.41,正常,14.98,MES,1
2024-11-27,W03,E02,9762.095,m³,3.4692,33866.78,正常,5.26,MES,1
2024-09-18,W02,E01,40893.102,kWh,0.6803,28302.49,正常,19.56,MES,1
2025-11-02,W01,E01,40627.844,kWh,0.6449,26202.64,正常,5.22,MES,1
2024-09-21,W08,E05,929.65,m³,0.2767,257.21,低负荷,22.45,MES,1
2024-06-28,W03,E01,30195.718,kWh,0.6648,20073.77,正常,25.86,MES,1
2025-06-20,W02,E04,182.729,m³,4.1078,750.61,正常,23.27,MES,1
2025-06-28,W05,E02,486.739,m³,3.4483,1678.4,低负荷,20.94,MES,1
2025-08-27,W04,E01,22901.793,kWh,0.674,15435.79,正常,22.97,MES,1
2025-05-29,W01,E01,40769.357,kWh,0.654,26661.93,正常,19.96,MES,1
2024-08-30,W06,E05,4264.314,m³,0.2785,1187.61,正常,26.45,MES,1
2024-12-22,W07,E02,22252.615,m³,3.466,77127.93,正常,-5.37,MES,1
2024-11-11,W03,E02,10683.477,m³,3.4629,36995.85,正常,9.76,MES,1
2025-11-29,W08,E01,3854.968,kWh,0.6714,2588.23,低负荷,8.16,MES,1
2024-06-08,W03,E03,23.892,t,224.7692,5370.19,正常,20.47,MES,1
2025-05-17,W02,E01,31983.635,kWh,0.6796,22120.68,正常,19.14,MES,1
2024-05-06,W07,E01,8026.301,kWh,0.6843,5492.33,正常,19.38,MES,1
2024-07-17,W06,E05,4525.159,m³,0.2795,1266.77,正常,30.58,MES,1
2025-04-08,W02,E04,186.369,m³,4.1828,779.54,正常,19.67,MES,1
2025-12-09,W07,E01,10089.651,kWh,0.6701,6761.03,正常,-3.52,MES,1
2025-04-15,W03,E03,26.625,t,217.4194,5788.69,正常,15.59,MES,1
2024-05-18,W08,E05,941.41,m³,0.2787,262.35,低负荷,20.11,MES,1
2025-03-19,W05,E01,23675.207,kWh,0.6725,15922.64,正常,2.59,MES,1
2024-03-23,W02,E03,48.419,t,223.9709,10844.51,正常,3.71,MES,1
2024-06-26,W08,E05,1499.937,m³,0.2761,414.08,正常,25.91,MES,1
2025-03-23,W08,E05,411.346,m³,0.2768,113.84,低负荷,3.06,MES,1
2025-07-22,W07,E04,942.702,m³,4.1644,3925.77,正常,24.82,MES,1
2024-12-25,W06,E01,12284.568,kWh,0.6821,8379.81,正常,-3.3,MES,1
2024-05-03,W01,E04,250.711,m³,4.0181,1007.38,正常,17.93,MES,1
2025-08-01,W07,E01,10207.322,kWh,0.6901,7044.29,正常,27.06,MES,1
2024-06-10,W07,E06,175.373,kg,7.8747,1381.01,正常,28.09,MES,1
2025-10-03,W07,E01,7523.296,kWh,0.6692,5034.45,正常,16.14,MES,1
2024-02-10,W06,E05,886.545,m³,0.2815,249.6,停产,-1.35,MES,0
2025-05-03,W01,E01,37885.828,kWh,0.6813,25812.52,正常,19.93,MES,1
2024-12-15,W03,E01,26949.93,kWh,0.6921,18652.38,正常,-3.68,MES,1
2025-03-11,W06,E01,10783.279,kWh,0.6868,7405.68,正常,8.61,MES,1
2025-05-14,W02,E01,37813.319,kWh,0.6811,25755.37,正常,19.25,MES,1
2025-07-11,W03,E01,31076.691,kWh,0.689,21413.05,正常,28.03,MES,1
2024-11-21,W04,E05,6306.116,m³,0.2834,1787.13,正常,6.29,MES,1
2024-10-02,W04,E04,13.58,m³,4.0443,54.92,停产,20.03,MES,0
2025-12-10,W08,E05,1441.63,m³,0.2728,393.25,正常,-6.21,MES,1
2024-05-22,W03,E01,24765.603,kWh,0.6839,16937.9,正常,23.35,MES,1
2024-06-27,W05,E01,24142.239,kWh,0.6975,16838.41,正常,25.05,MES,1
2025-08-01,W03,E01,31832.341,kWh,0.6702,21332.6,正常,27.06,MES,1
2024-12-01,W08,E05,418.54,m³,0.2782,116.42,低负荷,-2.07,MES,1
2025-09-23,W04,E05,5610.534,m³,0.2786,1562.83,正常,21.81,MES,1
2025-09-13,W07,E04,977.349,m³,4.1109,4017.76,正常,22.08,MES,1
2024-05-11,W01,E05,2916.01,m³,0.2788,812.98,正常,22.31,MES,1
2024-01-05,W02,E04,177.215,m³,4.1267,731.31,正常,2.08,MES,1
2025-07-27,W02,E02,4224.177,m³,3.4701,14658.46,正常,28.95,MES,1
2024-07-01,W07,E02,12099.355,m³,3.5345,42765.74,正常,31.55,MES,1
2024-05-09,W08,E05,1292.259,m³,0.2794,361.0,正常,20.77,MES,1
2024-02-03,W01,E05,3363.838,m³,0.2752,925.75,正常,-2.53,MES,1
2024-03-05,W08,E05,1344.54,m³,0.2854,383.73,正常,7.97,MES,1
2024-06-21,W07,E02,12173.65,m³,3.5186,42833.71,正常,24.18,MES,1
2025-02-26,W01,E05,3175.279,m³,0.2821,895.79,正常,-2.87,MES,1
2024-09-26,W04,E01,18754.48,kWh,0.6766,12689.51,正常,19.9,MES,1
2025-09-22,W07,E01,9136.462,kWh,0.6775,6190.25,正常,19.71,MES,1
2025-06-12,W07,E02,11964.537,m³,3.4226,40950.2,正常,26.01,MES,1
2025-01-14,W03,E03,37.841,t,217.1364,8216.65,正常,0.33,MES,1
2024-10-02,W05,E03,6.919,t,220.9018,1528.31,停产,20.03,MES,0
2024-04-06,W04,E01,4038.311,kWh,0.6788,2741.03,停产,18.34,MES,0
2025-03-09,W07,E01,8114.522,kWh,0.6642,5389.28,正常,7.08,MES,1
2025-12-11,W04,E05,5537.903,m³,0.2763,1530.05,正常,-1.53,MES,1
2025-05-05,W07,E02,13760.668,m³,3.4982,48137.57,正常,17.23,MES,1
2024-02-24,W06,E01,8640.582,kWh,0.6744,5826.78,低负荷,3.03,MES,1
2024-08-01,W04,E04,55.22,m³,4.1775,230.69,正常,26.58,MES,1
2025-07-29,W06,E01,15232.14,kWh,0.6834,10409.04,正常,27.26,MES,1
2025-05-08,W03,E01,26909.03,kWh,0.6873,18494.82,正常,24.03,MES,1
2024-03-20,W03,E03,32.935,t,217.9944,7179.75,正常,10.47,MES,1
2024-09-07,W05,E01,17425.081,kWh,0.694,12092.84,低负荷,22.08,MES,1
2025-08-19,W01,E02,7399.116,m³,3.4981,25882.7,正常,26.18,MES,1
2025-01-28,W07,E02,19850.16,m³,3.4451,68386.69,正常,-6.53,MES,1
2025-05-16,W04,E04,63.479,m³,4.1663,264.47,正常,24.65,MES,1
2024-10-27,W07,E01,7392.206,kWh,0.6755,4993.54,正常,18.93,MES,1
2025-04-20,W04,E04,20.597,m³,4.0833,84.1,低负荷,9.45,MES,1
2024-10-23,W08,E01,5035.315,kWh,0.6836,3442.25,正常,12.8,MES,1
2025-12-30,W06,E01,13790.874,kWh,0.695,9585.21,正常,-7.12,MES,1
2025-03-18,W04,E01,19435.362,kWh,0.6752,13122.46,正常,9.96,MES,1
2024-01-30,W03,E02,12037.492,m³,3.5989,43322.31,正常,-5.45,MES,1
2024-06-29,W05,E04,281.532,m³,4.1213,1160.28,低负荷,24.81,MES,1
2024-10-04,W03,E01,23011.133,kWh,0.6663,15331.4,正常,13.82,MES,1
2025-02-06,W01,E05,3507.211,m³,0.2801,982.32,正常,-3.16,MES,1
2025-11-23,W05,E03,10.731,t,217.35,2332.47,低负荷,1.52,MES,1
2025-01-09,W01,E05,3398.997,m³,0.273,928.02,正常,-3.07,MES,1
2024-08-23,W05,E01,24382.905,kWh,0.6838,16674.22,正常,25.67,MES,1
2025-10-17,W05,E02,910.108,m³,3.4429,3133.43,正常,17.97,MES,1
2024-05-09,W05,E04,435.582,m³,4.1076,1789.18,正常,20.77,MES,1
2025-07-24,W06,E01,15140.233,kWh,0.6814,10316.81,正常,29.83,MES,1
2025-08-19,W08,E01,6633.65,kWh,0.6895,4574.1,正常,26.18,MES,1
2025-10-09,W01,E05,3412.27,m³,0.2778,948.03,正常,13.63,MES,1
2025-05-30,W02,E02,5113.397,m³,3.4783,17786.1,正常,25.17,MES,1
2025-03-05,W01,E05,3274.554,m³,0.2843,930.96,正常,4.27,MES,1
2025-01-22,W04,E05,6124.198,m³,0.2826,1730.89,正常,-11.0,MES,1
2025-02-27,W06,E01,12671.95,kWh,0.6786,8598.58,正常,-3.56,MES,1
2024-06-14,W03,E02,6690.864,m³,3.5797,23951.07,正常,24.75,MES,1
2024-11-07,W02,E04,159.332,m³,4.0257,641.42,正常,7.11,MES,1
2025-10-26,W06,E05,1442.111,m³,0.2776,400.26,低负荷,12.79,MES,1
2025-09-24,W05,E01,24095.91,kWh,0.6997,16861.01,正常,22.16,MES,1
2025-11-13,W03,E03,33.391,t,219.2425,7320.69,正常,6.36,MES,1
2025-03-19,W06,E05,4430.353,m³,0.2825,1251.62,正常,2.59,MES,1
2025-12-13,W02,E04,195.555,m³,4.1498,811.51,正常,-4.38,MES,1
2024-04-15,W08,E01,5288.799,kWh,0.6867,3631.97,正常,15.74,MES,1
2025-12-30,W01,E01,49605.859,kWh,0.6704,33255.43,正常,-7.12,MES,1
2025-03-16,W06,E05,1120.834,m³,0.2852,319.63,低负荷,8.06,MES,1
2025-03-11,W07,E06,198.053,kg,7.8135,1547.48,正常,8.61,MES,1
2025-02-15,W01,E02,11735.49,m³,3.5097,41187.5,正常,1.31,MES,1
2024-07-23,W02,E04,187.148,m³,4.0931,766.02,正常,27.46,MES,1
2025-12-28,W07,E06,160.982,kg,8.1014,1304.17,正常,-1.48,MES,1
2024-10-24,W07,E02,15796.172,m³,3.4519,54526.79,正常,13.6,MES,1
2024-07-18,W01,E05,2952.857,m³,0.2856,843.26,正常,26.39,MES,1
2025-11-06,W07,E06,177.429,kg,7.8068,1385.16,正常,7.52,MES,1
2024-02-28,W02,E03,51.765,t,222.4462,11514.98,正常,2.89,MES,1
2024-06-12,W02,E02,4906.493,m³,3.4831,17089.84,正常,27.81,MES,1
2025-04-23,W01,E02,8585.628,m³,3.3539,28795.56,正常,15.46,MES,1
2024-12-17,W01,E05,3258.734,m³,0.2806,914.25,正常,-1.31,MES,1
2024-02-08,W04,E05,5104.74,m³,0.2835,1447.29,正常,-4.7,MES,1
2025-06-29,W08,E01,1725.936,kWh,0.6794,1172.52,低负荷,27.59,MES,1
2024-11-24,W08,E05,414.374,m³,0.2798,115.92,低负荷,6.13,MES,1
2025-02-18,W03,E01,24137.1,kWh,0.6767,16333.87,正常,1.59,MES,1
2024-02-11,W08,E01,1038.496,kWh,0.6783,704.45,停产,-4.39,MES,0
2024-08-26,W02,E02,4635.362,m³,3.4778,16120.94,正常,24.09,MES,1
2025-12-09,W05,E01,23758.872,kWh,0.6798,16151.27,正常,-3.52,MES,1
2025-11-24,W06,E05,4291.975,m³,0.2815,1208.25,正常,6.7,MES,1
2024-10-29,W05,E03,25.491,t,218.409,5567.52,正常,14.94,MES,1
2025-02-10,W07,E01,8847.308,kWh,0.682,6033.49,正常,-4.67,MES,1
2025-05-13,W03,E03,27.485,t,217.3965,5975.12,正常,21.69,MES,1
2025-02-28,W05,E01,24957.6,kWh,0.6795,16957.62,正常,-5.07,MES,1
2025-10-22,W07,E06,203.946,kg,7.6827,1566.85,正常,16.31,MES,1
2024-10-01,W06,E05,762.737,m³,0.2805,213.96,停产,15.24,MES,0
2024-08-07,W06,E05,4630.335,m³,0.2744,1270.38,正常,26.18,MES,1
2024-11-19,W07,E02,19287.918,m³,3.5107,67713.13,正常,3.4,MES,1
2024-10-26,W02,E02,6331.887,m³,3.5329,22370.24,正常,16.92,MES,1
2024-03-13,W04,E04,60.354,m³,4.1252,248.98,正常,1.78,MES,1
2024-07-07,W07,E02,11425.481,m³,3.5003,39993.13,正常,26.06,MES,1
2025-01-26,W04,E01,6375.929,kWh,0.6791,4330.02,低负荷,-3.78,MES,1
2024-11-28,W04,E05,5703.135,m³,0.2816,1605.81,正常,4.32,MES,1
2024-09-10,W03,E03,26.93,t,222.8557,6001.47,正常,22.81,MES,1
2024-05-11,W06,E05,2880.544,m³,0.2773,798.89,低负荷,22.31,MES,1
2024-08-29,W06,E05,4294.534,m³,0.28,1202.45,正常,26.35,MES,1
2024-08-24,W02,E02,4599.986,m³,3.552,16339.23,正常,24.72,MES,1
2025-05-10,W05,E02,571.061,m³,3.505,2001.58,低负荷,20.1,MES,1
2025-12-16,W07,E01,9813.437,kWh,0.6656,6531.92,正常,-2.34,MES,1
2025-08-03,W04,E01,7736.232,kWh,0.6834,5286.76,低负荷,24.79,MES,1
2025-07-21,W05,E04,456.969,m³,4.164,1902.83,正常,29.24,MES,1
2024-02-27,W07,E04,843.0,m³,4.1074,3462.57,正常,1.33,MES,1
2024-03-31,W01,E04,245.576,m³,4.0624,997.63,正常,7.04,MES,1
2025-01-22,W06,E01,13655.14,kWh,0.6796,9280.65,正常,-11.0,MES,1
2024-07-03,W05,E01,24540.568,kWh,0.686,16834.07,正常,25.71,MES,1
2024-06-05,W01,E05,3303.846,m³,0.279,921.81,正常,27.2,MES,1
2025-07-30,W01,E04,251.409,m³,4.2133,1059.26,正常,24.59,MES,1
2025-10-17,W01,E04,276.619,m³,4.1508,1148.19,正常,17.97,MES,1
2025-03-01,W05,E01,14953.733,kWh,0.6874,10278.8,低负荷,7.3,MES,1
2024-03-26,W08,E01,5430.33,kWh,0.6826,3706.83,正常,6.35,MES,1
2025-05-11,W01,E05,3139.679,m³,0.2804,880.39,正常,19.69,MES,1
2024-08-31,W05,E03,14.768,t,212.2144,3134.0,低负荷,25.51,MES,1
2025-07-31,W06,E01,12912.684,kWh,0.685,8845.1,正常,28.99,MES,1
2025-04-15,W07,E02,15738.208,m³,3.3933,53404.97,正常,15.59,MES,1
2024-02-23,W01,E01,42493.581,kWh,0.6652,28267.68,正常,0.06,MES,1
2025-06-26,W06,E05,4448.905,m³,0.2819,1254.13,正常,25.79,MES,1
2024-09-28,W04,E05,3812.403,m³,0.2833,1080.05,低负荷,23.63,MES,1
2025-05-06,W05,E03,23.195,t,223.1755,5176.63,正常,23.52,MES,1
2025-06-11,W07,E04,943.137,m³,4.2041,3965.01,正常,26.27,MES,1
2024-03-20,W06,E01,11755.687,kWh,0.6852,8054.75,正常,10.47,MES,1
2025-12-26,W02,E03,54.336,t,225.5011,12252.72,正常,-2.76,MES,1
2025-05-10,W07,E06,180.169,kg,7.8303,1410.78,正常,20.1,MES,1
2024-01-01,W04,E05,1296.695,m³,0.279,361.8,停产,3.3,MES,0
2025-07-30,W07,E06,180.083,kg,7.8747,1418.1,正常,24.59,MES,1
2025-05-10,W05,E03,15.532,t,222.3152,3453.04,低负荷,20.1,MES,1
2025-11-26,W03,E01,28506.596,kWh,0.6861,19558.65,正常,3.35,MES,1
2024-08-10,W05,E01,17291.327,kWh,0.6817,11788.03,低负荷,27.87,MES,1
2024-07-28,W03,E03,22.43,t,219.0282,4912.88,正常,30.11,MES,1
2024-06-03,W06,E05,4279.056,m³,0.2771,1185.77,正常,27.88,MES,1
2025-09-25,W02,E01,41167.549,kWh,0.6783,27923.06,正常,16.25,MES,1
2025-01-26,W07,E06,174.724,kg,7.785,1360.23,正常,-3.78,MES,1
2025-02-23,W07,E01,9284.551,kWh,0.6796,6309.74,正常,5.04,MES,1
2024-08-05,W06,E05,3980.249,m³,0.2821,1122.84,正常,25.34,MES,1
2025-02-12,W02,E02,8351.188,m³,3.3692,28137.11,正常,-2.62,MES,1
2024-08-08,W06,E05,4558.17,m³,0.2757,1256.56,正常,29.84,MES,1
2024-12-07,W03,E01,28738.263,kWh,0.6708,19278.33,正常,-1.02,MES,1
2025-01-21,W01,E02,14077.223,m³,3.4554,48642.04,正常,-5.45,MES,1
2024-10-19,W04,E05,3704.815,m³,0.2817,1043.65,低负荷,15.47,MES,1
2025-07-21,W01,E02,6892.038,m³,3.5191,24253.83,正常,29.24,MES,1
2024-05-05,W02,E02,4624.451,m³,3.456,15982.0,正常,17.25,MES,1
2025-06-21,W04,E01,14237.063,kWh,0.6945,9887.31,低负荷,21.87,MES,1
2024-11-21,W03,E03,32.942,t,213.8985,7046.15,正常,6.29,MES,1
2024-06-06,W07,E01,9032.282,kWh,0.6722,6071.21,正常,26.89,MES,1
2025-01-18,W04,E01,14104.423,kWh,0.6698,9447.18,低负荷,-7.86,MES,1
2024-05-27,W07,E01,8673.057,kWh,0.6863,5952.44,正常,20.15,MES,1
2024-07-23,W06,E01,14419.507,kWh,0.6696,9654.89,正常,27.46,MES,1
2025-08-25,W01,E05,3481.166,m³,0.2833,986.13,正常,26.53,MES,1
2025-11-06,W02,E03,53.081,t,216.8106,11508.56,正常,7.52,MES,1
2025-09-15,W03,E02,8001.896,m³,3.4454,27831.98,正常,28.25,MES,1
2024-01-20,W07,E06,170.052,kg,7.9812,1357.22,正常,-4.22,MES,1
2025-09-13,W03,E03,26.402,t,218.2929,5763.42,正常,22.08,MES,1
2024-08-29,W02,E02,4460.348,m³,3.3535,14957.89,正常,26.35,MES,1
2024-08-13,W01,E04,257.508,m³,4.0118,1033.07,正常,31.69,MES,1
2024-10-19,W02,E01,34585.541,kWh,0.6797,23508.05,正常,15.47,MES,1
2024-02-09,W01,E04,254.489,m³,3.9807,1013.04,正常,-7.92,MES,1
2025-01-16,W03,E01,29705.608,kWh,0.6821,20263.38,正常,1.26,MES,1
2025-07-01,W04,E01,25068.842,kWh,0.6636,16635.68,正常,31.09,MES,1
2024-08-19,W06,E01,14415.931,kWh,0.69,9946.91,正常,26.35,MES,1
2024-09-22,W01,E05,2980.339,m³,0.2757,821.59,正常,21.9,MES,1
2025-03-29,W06,E05,2638.197,m³,0.2737,721.97,低负荷,5.68,MES,1
2024-09-17,W04,E01,4513.544,kWh,0.6774,3057.53,停产,21.27,MES,0
2024-09-24,W08,E05,1380.296,m³,0.2838,391.78,正常,22.67,MES,1
2024-06-11,W07,E01,8825.49,kWh,0.6824,6022.7,正常,23.31,MES,1
2025-05-12,W03,E02,7948.203,m³,3.4042,27056.98,正常,19.65,MES,1
2024-06-07,W08,E01,5961.492,kWh,0.6814,4062.37,正常,20.22,MES,1
2025-11-11,W03,E02,11019.17,m³,3.4435,37944.34,正常,1.49,MES,1
2025-10-19,W07,E06,181.572,kg,7.6312,1385.62,正常,13.2,MES,1
2025-09-21,W02,E01,36790.849,kWh,0.6901,25389.19,正常,21.34,MES,1
2024-06-21,W06,E05,4345.076,m³,0.2768,1202.71,正常,24.18,MES,1
2024-08-03,W07,E01,9923.106,kWh,0.668,6628.96,正常,25.06,MES,1
2024-03-30,W06,E01,7734.374,kWh,0.6894,5332.16,低负荷,5.84,MES,1
2025-07-06,W02,E04,172.773,m³,4.1375,714.84,正常,20.2,MES,1
2025-03-30,W06,E01,3996.104,kWh,0.6757,2700.02,低负荷,8.97,MES,1
2025-10-05,W02,E04,187.148,m³,4.0983,766.99,正常,13.25,MES,1
2025-03-29,W08,E05,911.17,m³,0.276,251.48,低负荷,5.68,MES,1
2025-04-23,W05,E03,24.346,t,218.7499,5325.64,正常,15.46,MES,1
2024-12-31,W07,E02,24905.208,m³,3.4712,86451.32,正常,0.93,MES,1
2024-03-01,W01,E05,2984.015,m³,0.2775,828.12,正常,0.95,MES,1
2025-12-09,W03,E03,36.493,t,221.3607,8078.19,正常,-3.52,MES,1
2024-12-03,W07,E01,9801.29,kWh,0.6706,6572.47,正常,-5.14,MES,1
2024-03-12,W06,E01,12057.782,kWh,0.6791,8188.7,正常,8.25,MES,1
2025-02-05,W06,E05,3646.458,m³,0.2832,1032.65,正常,-5.01,MES,1
2025-08-22,W04,E05,6097.501,m³,0.2841,1732.49,正常,26.57,MES,1
2024-03-05,W06,E01,11906.222,kWh,0.6745,8031.13,正常,7.97,MES,1
2025-02-06,W05,E03,30.604,t,215.9361,6608.58,正常,-3.16,MES,1
2025-07-21,W03,E01,31771.182,kWh,0.6764,21491.47,正常,29.24,MES,1
2025-11-02,W07,E01,8418.475,kWh,0.6693,5634.3,正常,5.22,MES,1
2024-04-17,W01,E04,253.574,m³,4.1858,1061.42,正常,11.8,MES,1
2024-06-25,W06,E01,13663.236,kWh,0.688,9400.09,正常,24.07,MES,1
2024-05-09,W05,E03,23.116,t,218.0408,5040.26,正常,20.77,MES,1
2025-08-12,W07,E01,10092.251,kWh,0.6804,6866.78,正常,25.67,MES,1
2024-12-25,W01,E04,288.405,m³,4.0996,1182.34,正常,-3.3,MES,1
2025-05-27,W02,E01,37095.658,kWh,0.6798,25218.52,正常,19.45,MES,1
2025-11-21,W07,E04,900.809,m³,4.1605,3747.82,正常,1.18,MES,1
2025-08-30,W02,E01,44546.376,kWh,0.6711,29895.86,正常,26.36,MES,1
2025-10-24,W06,E05,4235.422,m³,0.2754,1166.27,正常,14.23,MES,1
2025-03-27,W05,E03,28.296,t,218.8108,6191.56,正常,5.95,MES,1
2025-09-13,W03,E01,26810.982,kWh,0.6727,18034.78,正常,22.08,MES,1
2025-12-24,W08,E05,1514.374,m³,0.2805,424.84,正常,-3.0,MES,1
2024-07-02,W05,E02,725.475,m³,3.4172,2479.1,正常,30.39,MES,1
2024-08-24,W02,E01,45127.715,kWh,0.6876,31027.92,正常,24.72,MES,1
2025-11-17,W02,E01,42336.974,kWh,0.6877,29115.27,正常,5.02,MES,1
2024-12-19,W02,E04,188.234,m³,4.1345,778.25,正常,-1.58,MES,1
2025-03-13,W05,E01,22002.137,kWh,0.6806,14974.13,正常,10.82,MES,1
2025-07-02,W05,E02,622.787,m³,3.4437,2177.58,正常,24.6,MES,1
2025-02-14,W01,E05,3336.085,m³,0.277,924.06,正常,-2.48,MES,1
2024-04-12,W03,E01,24855.19,kWh,0.6669,16575.6,正常,14.04,MES,1
2024-07-03,W02,E03,37.087,t,221.7829,8225.37,正常,25.71,MES,1
2025-05-24,W04,E01,12861.12,kWh,0.666,8565.86,低负荷,19.83,MES,1
2024-03-11,W02,E04,178.043,m³,4.1357,736.34,正常,4.06,MES,1
2025-02-08,W06,E05,2954.823,m³,0.2805,828.78,低负荷,-4.03,MES,1
2024-09-13,W05,E03,22.983,t,221.1878,5083.48,正常,17.34,MES,1
2025-02-21,W03,E03,31.777,t,217.3923,6908.12,正常,-0.7,MES,1
2024-04-29,W05,E02,732.742,m³,3.3947,2487.44,正常,16.95,MES,1
2025-02-05,W01,E05,3241.478,m³,0.2826,916.16,正常,-5.01,MES,1
2025-05-09,W01,E04,275.877,m³,4.1771,1152.36,正常,23.83,MES,1
2025-07-07,W01,E02,7098.878,m³,3.4432,24442.85,正常,28.27,MES,1
2025-09-28,W08,E01,1754.332,kWh,0.6694,1174.32,低负荷,19.24,MES,1
2024-08-11,W03,E03,23.288,t,214.6724,4999.24,正常,28.21,MES,1
2024-07-29,W04,E05,5576.395,m³,0.2758,1538.11,正常,26.76,MES,1
2025-07-05,W07,E02,12745.851,m³,3.487,44445.13,正常,25.11,MES,1
2024-10-14,W08,E05,1372.468,m³,0.2794,383.4,正常,15.77,MES,1
2024-06-05,W02,E01,39151.899,kWh,0.7034,27540.28,正常,27.2,MES,1
2024-06-27,W01,E04,246.502,m³,4.1075,1012.52,正常,25.05,MES,1
2025-01-22,W02,E02,9040.44,m³,3.3595,30371.46,正常,-11.0,MES,1
2024-07-31,W08,E01,6064.811,kWh,0.6886,4176.5,正常,29.04,MES,1
2025-10-04,W04,E04,14.14,m³,4.0673,57.51,停产,13.72,MES,0
2024-12-27,W07,E01,9824.19,kWh,0.6939,6816.78,正常,-0.72,MES,1
2024-11-19,W05,E03,28.243,t,218.8582,6181.31,正常,3.4,MES,1
2025-03-14,W03,E02,10369.496,m³,3.4429,35701.36,正常,11.48,MES,1
2025-01-20,W03,E02,12464.358,m³,3.5039,43673.5,正常,-4.01,MES,1
2024-11-13,W03,E01,28062.298,kWh,0.6781,19030.37,正常,4.17,MES,1
2025-11-01,W04,E05,3870.249,m³,0.2822,1092.27,低负荷,6.24,MES,1
2024-03-01,W01,E02,9999.578,m³,3.427,34268.81,正常,0.95,MES,1
2024-04-22,W01,E01,38082.039,kWh,0.7006,26681.95,正常,15.69,MES,1
2024-07-06,W04,E04,44.178,m³,4.1598,183.77,低负荷,23.9,MES,1
2024-01-13,W01,E02,12146.227,m³,3.5361,42950.27,正常,-6.81,MES,1
2025-04-25,W05,E03,25.479,t,221.8284,5652.03,正常,16.35,MES,1
2024-10-11,W06,E05,4558.474,m³,0.2833,1291.41,正常,15.24,MES,1
2024-01-15,W02,E04,191.568,m³,4.158,796.54,正常,-5.32,MES,1
2024-08-15,W04,E05,5866.086,m³,0.2788,1635.56,正常,26.52,MES,1
2024-12-14,W01,E02,12264.277,m³,3.4152,41884.37,正常,1.01,MES,1
2024-03-12,W08,E05,1504.366,m³,0.2763,415.7,正常,8.25,MES,1
2025-12-21,W03,E03,35.949,t,220.4163,7923.65,正常,-4.42,MES,1
2024-12-24,W02,E04,172.971,m³,4.067,703.47,正常,-5.43,MES,1
2024-09-07,W07,E01,8514.13,kWh,0.6886,5862.78,正常,22.08,MES,1
2024-02-29,W01,E01,44770.017,kWh,0.6734,30148.24,正常,0.96,MES,1
2024-07-13,W08,E05,962.584,m³,0.2892,278.38,低负荷,25.91,MES,1
2024-12-29,W06,E05,4200.783,m³,0.2805,1178.32,低负荷,0.05,MES,1
2025-02-14,W01,E04,265.908,m³,4.1344,1063.65,正常,-2.48,MES,1
2025-07-26,W04,E04,43.841,m³,4.1674,182.7,低负荷,31.23,MES,1
2025-06-29,W05,E03,7.282,t,217.4814,1583.61,低负荷,27.59,MES,1
2024-11-15,W04,E01,18909.513,kWh,0.6773,12808.26,正常,9.68,MES,1
2024-07-23,W04,E01,21015.088,kWh,0.6622,13916.45,正常,27.46,MES,1
2024-06-04,W01,E05,3338.474,m³,0.2826,943.59,正常,28.83,MES,1
2025-09-10,W03,E02,7493.933,m³,3.3935,25430.85,正常,19.98,MES,1
2024-05-29,W02,E01,37416.713,kWh,0.6934,25946.16,正常,22.66,MES,1
2024-04-14,W08,E01,1520.406,kWh,0.6792,1032.63,低负荷,17.46,MES,1
2025-03-07,W01,E05,2926.317,m³,0.2799,819.02,正常,6.23,MES,1
2025-03-10,W02,E03,42.774,t,216.1838,9247.08,正常,4.99,MES,1
2024-04-18,W01,E05,3355.649,m³,0.2717,911.66,正常,9.2,MES,1
2025-11-28,W07,E01,8955.584,kWh,0.6862,6145.32,正常,5.32,MES,1
2025-07-07,W08,E05,1397.675,m³,0.279,389.92,正常,28.27,MES,1
2025-01-31,W01,E01,42471.808,kWh,0.697,29602.18,正常,-2.16,MES,1
2025-05-29,W05,E03,22.824,t,216.8101,4948.41,正常,19.96,MES,1
2025-01-06,W07,E02,23719.148,m³,3.4966,82935.45,正常,-6.05,MES,1
2024-03-29,W07,E06,181.378,kg,7.9447,1430.43,正常,6.41,MES,1
2025-02-15,W08,E01,3852.871,kWh,0.693,2670.07,低负荷,1.31,MES,1
2025-11-04,W01,E04,255.844,m³,4.1404,1059.31,正常,6.93,MES,1
2025-09-05,W07,E04,866.476,m³,4.1435,3590.24,正常,26.03,MES,1
